supplier,n_transactions,total_amount,mean_amount,anomaly_rate,mean_anomaly_score,rule_flag_rate,is_hub_supplier,composite_risk_score,risk_tier
MCKINSEY & CO,15,13151689.34,876779.2893333334,0.13333333333333333,-0.08750696265941936,0.4666666666666667,True,92.23248234655078,Critical
ROYAL FREE LONDON NHS FOUNDATION TRUST,1540,2868713374.88,1862800.8927792208,0.05909090909090909,-0.06155826483062765,0.3168831168831169,True,92.14195183776933,Critical
LABORIE MEDICAL TECHNOLOGIES UK,6,152841.0,25473.5,0.16666666666666666,-0.08059161102165271,0.3333333333333333,False,91.96541734564548,Critical
UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,1118,2316597007.53,2072090.3466279071,0.04203935599284436,-0.07271230497231478,0.3738819320214669,True,91.93373166757198,Critical
ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1416,2258154067.92,1594741.5733898305,0.0480225988700565,-0.06327048975600107,0.3248587570621469,True,91.73456454825276,Critical
NORTH BRISTOL NHS TRUST,1180,1765578526.65,1496252.9886864407,0.03135593220338983,-0.07237568169367979,0.37203389830508476,True,91.6078218359587,Critical
KINGSFIELD COMPUTER PRODUCTS LTD,10,1507403.8,150740.38,0.1,-0.07612696623260173,0.3,False,90.8881042911461,Critical
EMPLOYEE PULSECHECK LTD,6,2155385.16,359230.86000000004,0.3333333333333333,-0.012586330824977133,0.16666666666666666,False,90.6889371718269,Critical
BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,936,1957166766.01,2090990.1346260684,0.023504273504273504,-0.07918826519190036,0.3856837606837607,True,90.68441064638783,Critical
IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1521,3227056900.77,2121667.9163510846,0.05654174884944116,-0.05687938489585192,0.26627218934911245,True,90.63009234111895,Critical
LEEDS TEACHING HOSPITALS NHS TRUST,1629,4541470446.75,2787888.5492633516,0.0718232044198895,-0.06999996021379579,0.28483732351135665,True,90.45808437443418,Critical
GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,1403,2599183340.58,1852589.6939272985,0.03991446899501069,-0.06231473306985116,0.285816108339273,True,90.45808437443418,Critical
HOSPICE UK,20,223099506.5,11154975.325,0.15,-0.045879730570817005,0.2,False,90.38565996740901,Critical
WILLIS LTD,12,1275990.8599999999,106332.57166666666,0.08333333333333333,-0.08547072403425916,0.3333333333333333,False,90.14575411913815,Critical
MARUS BRIDGE PRACTICE,6,6304041.14,1050673.5233333332,0.3333333333333333,-0.0329835635081732,0.16666666666666666,False,90.12764801738184,Critical
HONITON GROUP PRACTICE,6,296981.6,49496.93333333333,0.16666666666666666,-0.0189232955373686,0.16666666666666666,False,90.03259098316133,Critical
HEALTH FOUNDATION (THE),15,4370192.88,291346.192,0.06666666666666667,-0.0842264934385928,0.3333333333333333,False,89.98279920333152,Critical
WARRINGTON BOROUGH COUNCIL,16,6456521.43,403532.589375,0.125,-0.09770024850071056,0.6875,False,89.9013217454282,Critical
ENNOGEN HEALTHCARE LTD,5,3924428.5200000005,784885.7040000001,0.2,-0.06186172173948382,0.2,False,89.74289335506064,Critical
THE CHRISTIE NHS FOUNDATION TRUST,704,1606020150.7,2281278.623153409,0.019886363636363636,-0.0835362026291943,0.3693181818181818,True,89.4169835234474,Critical
UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,906,2389335688.5,2637235.859271523,0.04966887417218543,-0.07769169938041363,0.28807947019867547,True,89.22686945500634,Critical
UNIVERSITY HOSPITALS OF LEICESTER NHS TR,6,314212.58,52368.763333333336,0.16666666666666666,-0.044533524976101725,0.16666666666666666,False,89.03675538656526,Critical
LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,905,1250932812.63,1382246.2018011052,0.01878453038674033,-0.08746793302161067,0.3889502762430939,True,89.00054318305268,Critical
SIEMENS HEALTHCARE LTD,26,7209595.88,277292.14923076925,0.07692307692307693,-0.08030568429139609,0.2692307692307692,False,88.81948216548976,Critical
FISHER & PAYKEL HEALTHCARE LTD,7,213855.41,30550.772857142856,0.14285714285714285,-0.08799777713773418,0.2857142857142857,False,88.75158428390367,Critical
INTEGRATED CARE PARTNERSHIP,17,1394973.3599999999,82057.25647058823,0.058823529411764705,-0.08597704259972945,0.29411764705882354,False,88.22650733297121,Critical
BURNHAM HEALTH CENTRE,6,364768.64,60794.77333333334,0.16666666666666666,-0.05747171592856163,0.16666666666666666,False,88.20387470577585,Critical
ERBE MEDICAL UK LTD,6,340901.35,56816.89166666666,0.16666666666666666,-0.057603208670393834,0.16666666666666666,False,88.16766250226325,Critical
NHS PROFESSIONALS LTD,19,24325178.4,1280272.547368421,0.05263157894736842,-0.09342638987062925,0.3684210526315789,False,88.1269237733116,Critical
LONDON NORTH WEST HEALTHCARE NHS TRUST,1125,873035315.57,776031.3916177779,0.008888888888888889,-0.08194256020368523,0.3164444444444444,True,88.03186673909107,Critical
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,832,1647915660.81,1980667.8615504806,0.02283653846153846,-0.0847090645177356,0.3137019230769231,True,88.01376063733478,Critical
UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1181,1442695521.47,1221588.0791447926,0.02540220152413209,-0.07551595548148228,0.26333615580016934,True,87.91417707767516,Critical
HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,1105,1525190363.92,1380262.7727782805,0.02986425339366516,-0.07776158385209093,0.2687782805429864,True,87.89607097591889,Critical
CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,1353,682401920.03,504362.09906134516,0.007390983000739098,-0.07443952253583987,0.2801182557280118,True,87.86891182328444,Critical
SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,954,943673382.87,989175.4537421383,0.008385744234800839,-0.08705252805221263,0.3438155136268344,True,87.77838131450298,Critical
NHS BUSINESS SERVICES AUTH - PENSION SCHEME,6,322023.08999999997,53670.51499999999,0.16666666666666666,-0.062350519233487896,0.16666666666666666,False,87.76027521274669,Critical
GROSVENOR CONTRACTS (LONDON) LTD,7,69090.0,9870.0,0.14285714285714285,-0.09208264105033441,0.2857142857142857,False,87.73764258555133,Critical
CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1084,1114881301.96,1028488.2859409595,0.01845018450184502,-0.0806839814402687,0.2887453874538745,True,87.73311606011225,Critical
NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,16,11915400.209999999,744712.5131249999,0.0625,-0.10170086636406785,0.5,False,87.46152453376789,Critical
MTX CONTRACTS LTD,6,1972776.27,328796.045,0.16666666666666666,-0.10021703654241866,0.3333333333333333,False,87.42078580481622,Critical
SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,882,1533717733.05,1738908.994387755,0.022675736961451247,-0.0853031322373225,0.29705215419501135,True,87.36194097410828,Critical
NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,966,1584698412.71,1640474.5473188406,0.038302277432712216,-0.08500736066987157,0.2826086956521739,True,87.35288792323013,Critical
METROPOLITAN POLICE,12,1563882.5,130323.54166666667,0.08333333333333333,-0.10540219850766697,0.75,False,87.05866376969038,Critical
ROTHERHAM METROPOLITAN BOROUGH COUNCIL,6,8760378.46,1460063.076666667,0.16666666666666666,-0.07246877291790019,0.16666666666666666,False,86.88212927756653,Critical
UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,847,1614971276.41,1906695.721853601,0.03659976387249114,-0.08564374264683848,0.2715466351829988,True,86.76443961615064,Critical
FRIMLEY HEALTH NHS FOUNDATION TRUST,1319,995066596.02,754409.852934041,0.011372251705837756,-0.07324954023008595,0.23351023502653526,True,86.68296215824734,Critical
MID AND SOUTH ESSEX FOUNDATION TRUST,665,1333478847.48,2005231.349593985,0.007518796992481203,-0.08925645890304203,0.3172932330827068,True,86.55169292051421,Critical
ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1104,1019386915.7,923357.7134963769,0.014492753623188406,-0.08090968855821604,0.25815217391304346,True,86.53811334419699,Critical
CAPITA BUSINESS SERVICES LTD,1253,390940558.09,312003.6377414206,0.014365522745411013,-0.08062901799762148,0.25219473264166004,False,86.4385297845374,Critical
SYNAPPS SOLUTIONS,6,197933.53,32988.92166666667,0.16666666666666666,-0.07592805298403778,0.16666666666666666,False,86.42947673365924,Critical
CLATTERBRIDGE CANCER CENTRE NHS FT,362,1092734276.19,3018602.9729005527,0.0055248618784530384,-0.088495446490975,0.30939226519337015,True,86.30726054680426,Critical
LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,978,1120738855.69,1145949.7501942741,0.018404907975460124,-0.08318838807584229,0.261758691206544,True,86.28462791960891,Critical
SUPPLY CHAIN COORDINATION LIMITED,1341,1754328225.09,1308223.8814988814,0.024608501118568233,-0.0903905350366106,0.28859060402684567,False,85.98587724063009,Critical
HCA INTERNATIONAL LTD,22,153802029.35999998,6991001.334545454,0.045454545454545456,-0.03357777917158022,0.13636363636363635,False,85.91345283360491,Critical
HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP,128,104710616.53,818051.691640625,0.0078125,-0.09796749929486544,0.3828125,False,85.77765707043272,Critical
NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,902,1223639453.29,1356584.759745011,0.011086474501108648,-0.0846847443312451,0.25388026607538805,True,85.69617961252942,Critical
ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,446,1064371584.94,2386483.374304933,0.002242152466367713,-0.09379047572313964,0.35201793721973096,True,85.69617961252942,Critical
MEDWAY COUNCIL,22,11582167.57,526462.1622727272,0.045454545454545456,-0.0725813501256565,0.18181818181818182,True,85.67354698533404,Critical
CIRCLE HEALTH HOLDINGS LTD,54,498047759.53,9223106.657962963,0.07407407407407407,-0.02317171327621808,0.1111111111111111,False,85.66902045989497,Critical
HOPE FARM MEDICAL CENTRE,9,560297.34,62255.259999999995,0.1111111111111111,-0.04362467070682788,0.1111111111111111,False,85.46080028969763,Critical
PORTSMOUTH HOSPITALS NHS TRUST,919,1123408602.53,1222425.0299564744,0.015233949945593036,-0.0867681810717249,0.25571273122959737,True,85.43364113706318,Critical
BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,889,778465624.21,875664.3691901013,0.008998875140607425,-0.09161813144685817,0.2924634420697413,True,85.18920876335325,Critical
UNIVERSITY HOSPITALS OF DERBY & BURTON NHS FOUNDATION TRUST,850,1015534232.64,1194746.1560470588,0.010588235294117647,-0.0907717530449116,0.2823529411764706,True,85.02625384754661,Critical
ROYAL CORNWALL HOSPITALS NHS TRUST,877,780087256.11,889495.1609007982,0.0068415051311288486,-0.08999509934614955,0.2782212086659065,True,84.90856418613072,Critical
ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST (THE),755,959537713.74,1270910.879125828,0.007947019867549669,-0.09338193477777516,0.29271523178807946,False,84.7456092703241,Critical
IP INTEGRATION LTD,22,4384536.11,199297.09590909092,0.045454545454545456,-0.1010635120110806,0.3181818181818182,False,84.71845011768966,Critical
RAMSAY HEALTH CARE UK OPERATIONS LTD,77,393549850.13,5111037.014675325,0.03896103896103896,-0.08164650653521391,0.19480519480519481,False,84.56454825276117,Critical
GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,945,1063753027.3,1125664.579153439,0.01904761904761905,-0.08799016340803453,0.23597883597883598,True,84.55549520188303,Critical
SOMERSET NHS FOUNDATION TRUST,833,667220108.38,800984.5238655462,0.007202881152460984,-0.0923137978095154,0.2785114045618247,True,84.31106282817309,Critical
NORTHLANDS SURGERY,12,590171.82,49180.98499999999,0.08333333333333333,-0.08326184093580165,0.16666666666666666,False,84.25674452290421,Critical
NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,699,1115104654.61,1595285.6289127322,0.01859799713876967,-0.10057569438129735,0.3290414878397711,True,84.24769147202608,Critical
UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,843,1434733218.47,1701937.3884578885,0.027283511269276393,-0.08932292035869491,0.22538552787663108,True,84.1933731667572,Critical
EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,823,1008047008.24,1224844.4814580802,0.012150668286755772,-0.09084793026210385,0.2515188335358445,True,84.18432011587905,Critical
OXFORD HEALTH NHS FOUNDATION TRUST,557,812065501.53,1457927.291795332,0.010771992818671455,-0.10551361537217746,0.414721723518851,True,84.04852435270686,Critical
BIRMINGHAM & SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,626,979993400.04,1565484.664600639,0.023961661341853034,-0.10523568417179532,0.36900958466453676,True,83.91272858953467,Critical
HM REVENUE & CUSTOMS,491,694274778.66,1414001.5858655805,0.004073319755600814,-0.10234827174527243,0.3645621181262729,True,83.88556943690023,Critical
ALDER HEY CHILDRENS NHS FOUNDATION TRUST,645,1078190479.66,1671613.14675969,0.012403100775193798,-0.0991737713001588,0.30077519379844964,True,83.71356147021547,Critical
FROME MEDICAL CENTRE PARK ROAD FROME,15,1271815.93,84787.72866666666,0.06666666666666667,-0.10068921669557972,0.26666666666666666,False,83.64566358862936,Critical
EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,848,843248862.4,994397.2433962264,0.0047169811320754715,-0.09358126721264658,0.27240566037735847,True,83.5868187579214,Critical
NHS BUSINESS SERVICES AUTHORITY,392,912374394.19,2327485.6994642857,0.007653061224489796,-0.10026333021020299,0.3137755102040816,True,83.55060655440883,Critical
PHILIPS HEALTHCARE,7,1740209.18,248601.3114285714,0.14285714285714285,-0.11495416733313386,0.42857142857142855,False,83.41028426579757,Critical
TMP (UK) LTD,26,21840769.09,840029.5803846153,0.07692307692307693,-0.11015585847754401,0.34615384615384615,False,83.06174180698895,Critical
ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,114,720001671.99,6315804.140263158,0.03508771929824561,-0.10829724338696513,0.3684210526315789,False,83.01195002715914,Critical
ROYAL MARSDEN NHS FOUNDATION TRUST (THE),894,1276228485.89,1427548.6419351231,0.006711409395973154,-0.08440005006735929,0.19239373601789708,False,82.87162773854789,Critical
MODULECO LTD,11,3141473.94,285588.54,0.09090909090909091,-0.09394015444270014,0.18181818181818182,False,82.6679340937896,Critical
NHS TRUST DEVELOPMENT AUTHORITY,41,31422501.740000002,766402.4814634147,0.024390243902439025,-0.11070857399120729,0.4146341463414634,True,82.5004526525439,Critical
ISLINGTON COUNCIL,9,4719750.0,524416.6666666666,0.1111111111111111,-0.07935510802767268,0.1111111111111111,False,82.33749773673728,Critical
CYGNET HEALTHCARE LTD,245,379049848.40999997,1547142.2384081632,0.004081632653061225,-0.10766213817106118,0.37551020408163266,False,82.26507332971211,Critical
COYLE PERSONNEL PLC,409,402641.2,984.4528117359414,0.0024449877750611247,-0.06475573934699018,0.14180929095354522,False,82.22886112619952,Critical
BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1062,591024264.04,556520.0226365348,0.0018832391713747645,-0.08983672351216028,0.2015065913370998,True,82.08401231214918,Critical
SPIRE HEALTHCARE LTD,140,481205421.43,3437181.5816428573,0.02142857142857143,-0.11119839594697377,0.4,False,82.04327358319753,Critical
ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,758,579475316.33,764479.3091424803,0.00395778364116095,-0.0973398183507469,0.25065963060686014,True,82.03874705775846,Critical
PALANTIR TECHNOLOGIES UK LTD,99,133996141.17,1353496.3754545455,0.030303030303030304,-0.11444943592050817,0.6060606060606061,False,82.00253485424588,Critical
EAST AND NORTH HERTFORDSHIRE NHS TRUST,709,834187931.44,1176569.7199435825,0.0014104372355430183,-0.09735092643461084,0.2623413258110014,True,81.99348180336773,Critical
ELBURY MOOR MEDICAL CENTRE,15,1841032.2,122735.48,0.06666666666666667,-0.08421697148684268,0.13333333333333333,False,81.86221256563462,Critical
CITY WALLS MEDICAL CENTRE,10,450556.54000000004,45055.654,0.1,-0.07628665270057397,0.1,False,81.8305268875611,Critical
BUPA CROMWELL HOSPITAL,23,34661450.33,1507019.5795652173,0.043478260869565216,-0.09922467484188076,0.21739130434782608,False,81.7807351077313,Critical
MOATFIELD SURGERY,10,1019386.5,101938.65,0.1,-0.07696157375682924,0.1,False,81.73999637877965,Critical
OXLEAS NHS FOUNDATION TRUST,795,901839082.23,1134388.7826792453,0.007547169811320755,-0.08971814445144193,0.19119496855345913,True,81.7309433279015,Critical
KALEIDOSCOPE HEALTH & CARE CIC,7,323725.6,46246.514285714286,0.14285714285714285,-0.09168968115212005,0.14285714285714285,False,81.7309433279015,Critical
EAST LANCASHIRE HOSPITALS NHS TRUST,842,519269543.06,616709.6710926365,0.0023752969121140144,-0.09882675570974388,0.25771971496437057,True,81.65851892087633,Critical
SHROPSHIRE COUNCIL,12,3022240.7199999997,251853.3933333333,0.08333333333333333,-0.10613676419814111,0.25,False,81.64946586999818,Critical
UK TRADE & INVESTMENT,12,3722756.85,310229.7375,0.08333333333333333,-0.06528047711088499,0.08333333333333333,False,81.64946586999818,Critical
DEVON PARTNERSHIP NHS TRUST,622,799425516.78,1285250.026977492,0.014469453376205787,-0.10688488891508247,0.3135048231511254,True,81.4955640050697,Critical
MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,660,749587521.51,1135738.6689545454,0.0015151515151515152,-0.10129889306005788,0.2787878787878788,True,81.4457722252399,Critical
SUMMERTOWN HEALTH CENTRE,8,404900.11,50612.51375,0.125,-0.08848043793029226,0.125,False,81.44577222523989,Critical
NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1064,458845155.27,431245.4466823308,0.0009398496240601503,-0.09621862352820601,0.23684210526315788,True,81.35976824189751,Critical
PRACTICE PLUS GROUP HEALTH & REHABILITATION SERVICES LTD,2384,887653378.29,372337.8264639262,0.13968120805369127,-0.028190234535952013,0.03565436241610738,False,81.35071519101938,Critical
SPECSAVERS OPTICIANS,7219,242845675.16,33639.79431500208,0.15819365563097382,-0.0023193699502230157,0.0006926167059149467,True,81.33260908926309,Critical
SPECTRUM COMMUNITY HEALTH CIC,869,348404786.85,400926.10684695054,0.011507479861910242,-0.0925163162831666,0.19447640966628307,True,81.30544993662863,Critical
FRENCH WEIR HEALTH CENTRE TAUNTON,12,737343.2,61445.26666666666,0.16666666666666666,-0.07821265984739019,0.08333333333333333,False,81.24207858048162,Critical
SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,484,740400605.49,1529753.3171280993,0.010330578512396695,-0.11267184581280315,0.40082644628099173,True,81.20586637696904,Critical
SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,660,496481704.75,752245.0071969697,0.0015151515151515152,-0.10451270265483543,0.296969696969697,True,81.13796849538294,Critical
HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,750,611134111.36,814845.4818133333,0.0026666666666666666,-0.10058161011178796,0.252,True,81.06101756291869,Critical
BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,760,583224085.95,767400.1130921054,0.003947368421052632,-0.10127758366431586,0.25526315789473686,True,81.03385841028427,Critical
CUMBRIA NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,635,689953510.53,1086540.9614645669,0.004724409448818898,-0.10264410931188002,0.262992125984252,True,80.80753213833061,Critical
BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,631,857208696.21,1358492.3870206024,0.003169572107765452,-0.10253204964212437,0.26465927099841524,True,80.76226688393989,Critical
DR A R EMERSON & PARTNERS,11,752256.5599999999,68386.95999999999,0.09090909090909091,-0.07918567533336313,0.09090909090909091,False,80.7260546804273,Critical
MERSEY CARE NHS FOUNDATION TRUST,635,875452410.54,1378665.2134488188,0.0031496062992125984,-0.10446129586629535,0.27874015748031494,True,80.71700162954915,Critical
GREEN LANES SURGERY,16,1111712.38,69482.02375,0.0625,-0.10023307552836573,0.1875,False,80.69889552779287,Critical
TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,645,399965181.49,620101.0565736435,0.0015503875968992248,-0.10820225276821387,0.3302325581395349,True,80.6264711207677,Critical
INTUITIVE SURGICAL LTD,110,5217579.2,47432.538181818185,0.00909090909090909,-0.09425022996894689,0.19090909090909092,False,80.59025891725511,Critical
BEVAN HEALTHCARE CIC,6,406457.58,67742.93000000001,0.16666666666666666,-0.10242659996695053,0.16666666666666666,False,80.44541010320478,Critical
TWENTY FOUR SEVEN RECRUITMENT YORKS LTD,60,81373.09,1356.2181666666665,0.03333333333333333,-0.081479925248396,0.11666666666666667,False,80.43635705232663,Critical
HOOTSUITE MEDIA INC,6,239999.84,39999.973333333335,0.0,-0.019236336189416718,0.6666666666666666,False,80.2236103566902,Critical
ELYSIUM HEALTHCARE LTD,679,507245761.56,747048.2497201767,0.010309278350515464,-0.10027679232437685,0.20913107511045656,False,80.1738185768604,Critical
WILTSHIRE HEALTH & CARE LLP,11,3743110.6500000004,340282.7863636364,0.09090909090909091,-0.08243118083898539,0.09090909090909091,False,80.08328806807893,Critical
PORTCHESTER PRACTICE,10,792787.58,79278.758,0.1,-0.08674291694412915,0.1,False,80.07423501720079,Critical
UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,701,670390022.59,956333.8410699002,0.0028530670470756064,-0.10244880333909828,0.24393723252496433,True,80.03802281368822,Critical
NATIONAL AUDIT OFFICE,26,3860000.0,148461.53846153847,0.038461538461538464,-0.12049117013284125,0.5769230769230769,False,80.0063371356147,Critical
INTEROPEN COMMUNITY INTEREST COMPANY,5,241005.0,48201.0,0.0,-0.0313984239865596,0.8,False,79.97012493210211,Critical
COVENTRY CITY COUNCIL,6,290000.0,48333.333333333336,0.0,-0.035611222940740914,1.0,False,79.88864747419879,Critical
OASIS RESTORE TRUST,5,5000000.0,1000000.0,0.0,-0.036416230089278516,1.0,False,79.87054137244252,Critical
STONE TECHNOLOGIES LTD,18,1567205.33,87066.96277777778,0.05555555555555555,-0.0989482440110612,0.16666666666666666,False,79.83432916892993,Critical
MID YORKSHIRE HOSPITALS NHS TRUST,741,504108481.68,680308.3423481782,0.001349527665317139,-0.10517905819993267,0.26855600539811064,True,79.8207495926127,Critical
EAST COAST COMMUNITY HEALTHCARE CIC,6,1457922.7999999998,242987.1333333333,0.0,-0.0286663966568397,0.5,False,79.71211298207496,Critical
