node,node_type,degree,degree_centrality,betweenness_centrality,weighted_degree_n_transactions,total_amount,is_multi_trust_supplier,is_high_volume_supplier,is_hub_supplier
G B M WINSTOCK,supplier,1,0.0001890359168241966,0.0,10,397867.58,False,False,False
G4S CARE AND JUSTICE SERVICES UK,supplier,1,0.0001890359168241966,0.0,158,14050378.93,False,False,False
G4S FACILITIES MANAGEMENT UK,supplier,1,0.0001890359168241966,0.0,49,8446481.71,False,False,False
G4S HEALTH SERVICES UK,supplier,1,0.0001890359168241966,0.0,415,48010351.17,False,True,True
GALLERIES MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,114561.54000000001,False,False,False
GAMSTON MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,29,3203260.39,False,False,False
GANTS HILL MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,88935.53,False,False,False
GARDEN CITY PRACTICE,supplier,1,0.0001890359168241966,0.0,9,633373.93,False,False,False
GARDEN LANE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,142550.51,False,False,False
GARFORTH MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,67434.76,False,False,False
GARNET FOLD PRACTICE,supplier,1,0.0001890359168241966,0.0,22,3240584.5300000003,False,False,False
GARSTANG MEDICAL PRACTICE P81006,supplier,1,0.0001890359168241966,0.0,2,105311.34,False,False,False
GATESHEAD HEALTH NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,744,363438574.82,False,True,True
GATLEY MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,53418.6,False,False,False
GAYNOR & PARTNERS,supplier,1,0.0001890359168241966,0.0,37,2732895.04,False,False,False
GB GROUP,supplier,1,0.0001890359168241966,0.0,3,126000.0,False,False,False
GCI NETWORK SOLUTIONS,supplier,1,0.0001890359168241966,0.0,2,84151.07,False,False,False
GENERAL DYNAMICS UNITED KINGDOM,supplier,1,0.0001890359168241966,0.0,38,10347694.610000001,False,False,False
GENERAL MEDICAL COUNCIL,supplier,1,0.0001890359168241966,0.0,3,243845.54,False,False,False
GENERAL PRACTICE ALLIANCE,supplier,1,0.0001890359168241966,0.0,9,281568.36,False,False,False
GENERAL PRACTICE TASKFORCE GPTF,supplier,1,0.0001890359168241966,0.0,9,922197.37,False,False,False
GENIUS WITHIN CIC,supplier,1,0.0001890359168241966,0.0,3,182000.0,False,False,False
GENOMICS ENGLAND,supplier,1,0.0001890359168241966,0.0,29,82465973.34,False,False,False
GEORGE ELIOT HOSPITAL NHS TRUST,supplier,2,0.0003780718336483932,0.00026547282920475195,432,174667559.48000002,True,True,True
GIBSON LANE PRACTICE,supplier,1,0.0001890359168241966,0.0,30,2346466.0,False,False,False
GIFFORDS PARTNERSHIP THE,supplier,1,0.0001890359168241966,0.0,4,127829.84,False,False,False
GILLIES MEDICAL PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,11,555336.26,False,False,False
GLADSTONE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,15,551901.25,False,False,False
GLASTONBURY HEALTH CENTRE WELLS ROAD GLASTONBURY,supplier,1,0.0001890359168241966,0.0,4,183970.14,False,False,False
GLASTONBURY SURGERY,supplier,1,0.0001890359168241966,0.0,13,870198.31,False,False,False
GLEBE HOUSE SURGERY,supplier,1,0.0001890359168241966,0.0,16,1435267.79,False,False,False
GLEBE SURGERY,supplier,1,0.0001890359168241966,0.0,21,3029195.64,False,False,False
GLEEDS ADVISORY,supplier,1,0.0001890359168241966,0.0,33,1275606.92,False,False,False
GLEN DIMPLEX HOME APPLIANCES,supplier,1,0.0001890359168241966,0.0,11,801274.8,False,False,False
GLENDALE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,4,211185.2,False,False,False
GLENDEVON MEDICAL CENTRE TEIGNMOUTH,supplier,1,0.0001890359168241966,0.0,3,103396.74,False,False,False
GLENFIELD SURGERY THE,supplier,1,0.0001890359168241966,0.0,6,206133.36,False,False,False
GLENLYN MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,17,1546246.44,False,False,False
GLENPARK MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,115393.36000000002,False,False,False
GLENROYD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,6,256153.18,False,False,False
GLOBAL TALENT COMPASS,supplier,1,0.0001890359168241966,0.0,3,146700.0,False,False,False
GLOUCESTER ROAD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,10,2022743.82,False,False,False
GLOUCESTERSHIRE CARE SERVICES NHS TRUST,supplier,1,0.0001890359168241966,0.0,31,6494343.88,False,False,False
GLOUCESTERSHIRE COUNTY COUNCIL,supplier,1,0.0001890359168241966,0.0,4,565000.0,False,False,False
GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,357,74278157.45,False,True,True
GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,supplier,2,0.0003780718336483932,0.00022823447630566636,945,1063753027.3000001,True,True,True
GNOSALL SURGERY,supplier,1,0.0001890359168241966,0.0,3,111344.75,False,False,False
GO TO DOC,supplier,1,0.0001890359168241966,0.0,10,474000.0,False,False,False
GODIVA GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,17,1078358.24,False,False,False
GOLD STREET SURGERY,supplier,1,0.0001890359168241966,0.0,26,2041580.96,False,False,False
GOLDEN BROOK PRACTICE,supplier,1,0.0001890359168241966,0.0,20,2106756.21,False,False,False
GOLDEN LANE HOUSING,supplier,1,0.0001890359168241966,0.0,3,845732.88,False,False,False
GOLDEN VALLEY PRACTICE,supplier,1,0.0001890359168241966,0.0,16,1081540.52,False,False,False
GOLDSTEIN & PATNERS,supplier,1,0.0001890359168241966,0.0,7,293628.57,False,False,False
GOLLINGS & PARTNERS,supplier,1,0.0001890359168241966,0.0,19,1369117.1199999999,False,False,False
GOOD GOVERNANCE INSTITUTE,supplier,1,0.0001890359168241966,0.0,3,89580.0,False,False,False
GOODCARE PRACTICE,supplier,1,0.0001890359168241966,0.0,2,57516.479999999996,False,False,False
GOODSAM,supplier,1,0.0001890359168241966,0.0,45,6030213.72,False,False,False
GORDON HOUSE SURGERY,supplier,1,0.0001890359168241966,0.0,9,308410.66000000003,False,False,False
GORING & WOODCOTE MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,54847.12,False,False,False
GOSSOPS GREEN MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,19,865470.87,False,False,False
GOVERNMENT LEGAL DEPARTMENT,supplier,1,0.0001890359168241966,0.0,4,115632.0,False,False,False
GOVERNMENT PROPERTY AGENCY,supplier,1,0.0001890359168241966,0.0,71,13878254.32,False,False,False
GOWER STREET PRACTICE,supplier,1,0.0001890359168241966,0.0,3,150697.4,False,False,False
GP FIRST,supplier,1,0.0001890359168241966,0.0,12,1167898.28,False,False,False
GPS HEALTHCARE M89003,supplier,1,0.0001890359168241966,0.0,2,76693.91,False,False,False
GRAFTON MEDICAL PARTNERS Y02423,supplier,1,0.0001890359168241966,0.0,2,88076.23999999999,False,False,False
GRAHAM PRACTICE,supplier,1,0.0001890359168241966,0.0,2,54896.81,False,False,False
GRAIL BIO UK,supplier,1,0.0001890359168241966,0.0,8,2687780.0,False,False,False
GRAINGER MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,30,5804868.74,False,False,False
GRAND UNION HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,25,2684213.92,False,False,False
GRANGE PRACTICE THE,supplier,1,0.0001890359168241966,0.0,17,944473.85,False,False,False
GRANGE ST SURGERY,supplier,1,0.0001890359168241966,0.0,4,197247.78,False,False,False
GRANTA MEDICAL PRACTICES,supplier,1,0.0001890359168241966,0.0,17,1113991.34,False,False,False
GRANVILLE HOUSE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,5,167288.32,False,False,False
GRATNELLS,supplier,1,0.0001890359168241966,0.0,3,76518.0,False,False,False
GRAVESEND MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,6,349608.58,False,False,False
GREAT BRIDGE HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,3,125270.98999999999,False,False,False
GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,1403,2599183340.58,False,True,True
GREAT SUTTON MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,71171.18,False,False,False
GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,727,411453642.39,False,True,True
GREATER LONDON AUTHORITY,supplier,1,0.0001890359168241966,0.0,5,1850000.0,False,False,False
GREATER MANCHESTER COMBINED AUTHORITY GMCA,supplier,1,0.0001890359168241966,0.0,12,5810184.49,False,False,False
GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,811,668288671.57,False,True,True
GREATER MANCHESTER URGENT PRIMARY CARE ALLIANCE CIC,supplier,1,0.0001890359168241966,0.0,39,3649111.88,False,False,False
GREATER PETERBOROUGH,supplier,1,0.0001890359168241966,0.0,7,552046.78,False,False,False
GREATER PETERBOROUGH NETWORK,supplier,1,0.0001890359168241966,0.0,8,587571.04,False,False,False
GREEN CROSS GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,5,170586.08000000002,False,False,False
GREEN LANE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,9,650295.77,False,False,False
GREEN LANES SURGERY,supplier,1,0.0001890359168241966,0.0,16,1111712.38,False,False,False
GREEN WOOD PRACTICE,supplier,1,0.0001890359168241966,0.0,2,82640.86,False,False,False
GREEN WRYTHE SURGERY,supplier,1,0.0001890359168241966,0.0,4,132665.68,False,False,False
GREENFIELD MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,12,521179.22000000003,False,False,False
GREENGATES MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,7,235334.54,False,False,False
GREENS NORTON & WEEDON MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,47,3121725.61,False,False,False
GREENSAND HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,13,614577.78,False,False,False
GREENSANDS MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,4,319475.55,False,False,False
GREENSANDS SURGERY,supplier,1,0.0001890359168241966,0.0,3,182821.86000000002,False,False,False
GREENSIDE MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,8,558060.47,False,False,False
GREENVIEW SURGERY,supplier,1,0.0001890359168241966,0.0,16,1074253.53,False,False,False
GREENWAY COMMUNTIY PRACTICE,supplier,1,0.0001890359168241966,0.0,9,520137.7,False,False,False
GREY ROAD SURGERY,supplier,1,0.0001890359168241966,0.0,16,1200686.86,False,False,False
GREYSTOKE,supplier,1,0.0001890359168241966,0.0,4,133676.06,False,False,False
GREYSTONE HOUSE SURGERY,supplier,1,0.0001890359168241966,0.0,34,2126483.44,False,False,False
GREYSWOOD PRACTICE,supplier,1,0.0001890359168241966,0.0,6,308439.33,False,False,False
GRIMBLE & PARTNERS,supplier,1,0.0001890359168241966,0.0,5,271404.71,False,False,False
GROSVENOR MEDICAL CENTRE CREWE,supplier,1,0.0001890359168241966,0.0,9,468839.64,False,False,False
GROUNDSWELL,supplier,1,0.0001890359168241966,0.0,3,249937.0,False,False,False
GROUP PRACTICE SURGERY DR STRINGER & PARTNERS,supplier,1,0.0001890359168241966,0.0,11,1105724.72,False,False,False
GROVE HOUSE SURGERY,supplier,1,0.0001890359168241966,0.0,3,99191.6,False,False,False
GROVE HOUSE SURGERY WEST SHEPTON SHEPTON MALLET,supplier,1,0.0001890359168241966,0.0,3,144786.81,False,False,False
GROVE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,27,1904156.96,False,False,False
GROVE MEDICAL CENTRE EGHAM,supplier,1,0.0001890359168241966,0.0,16,1813670.66,False,False,False
GROVE MEDICAL CENTRE THE,supplier,1,0.0001890359168241966,0.0,3,98969.34,False,False,False
GROVE MEDICAL PRACTICE THE,supplier,1,0.0001890359168241966,0.0,2,70000.0,False,False,False
GROVE SURGERY,supplier,1,0.0001890359168241966,0.0,4,136367.15,False,False,False
GROVEHURST SURGERY,supplier,1,0.0001890359168241966,0.0,16,1319514.03,False,False,False
GROVELANDS MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,108933.79000000001,False,False,False
GRUNDON WASTE MANAGEMENT,supplier,1,0.0001890359168241966,0.0,2,63252.15,False,False,False
GS1 UK,supplier,1,0.0001890359168241966,0.0,2,1457758.8,False,False,False
GT BARFORD SURGERY,supplier,1,0.0001890359168241966,0.0,3,109528.83,False,False,False
GUIDEPOST MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,3,94605.73,False,False,False
GUILDHALL & BARROW SURGERY,supplier,1,0.0001890359168241966,0.0,4,139931.74,False,False,False
GUILDOWNS GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,3,81996.6,False,False,False
GUISELEY & YEADON MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,13,702326.34,False,False,False
GUPTA C P,supplier,1,0.0001890359168241966,0.0,9,526912.22,False,False,False
GURU NANAK MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,12,786988.27,False,False,False
GUYS AND ST THOMAS FOUNDATION,supplier,1,0.0001890359168241966,0.0,4,769723.0,False,False,False
GYPSYLIFE,supplier,1,0.0001890359168241966,0.0,4,187250.0,False,False,False
HADLEIGH HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,14,714632.72,False,False,False
HADLEIGH PRACTICE,supplier,1,0.0001890359168241966,0.0,8,261091.80000000002,False,False,False
HADWEN MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,51517.259999999995,False,False,False
HAILEY VIEW SURGERY,supplier,1,0.0001890359168241966,0.0,15,891979.96,False,False,False
HAJI M H,supplier,1,0.0001890359168241966,0.0,2,56564.84,False,False,False
HALDON HOUSE SURGERY EXMOUTH,supplier,1,0.0001890359168241966,0.0,6,230305.36000000002,False,False,False
HALESOWEN MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,13,770596.27,False,False,False
HALFWAY SURGERY,supplier,1,0.0001890359168241966,0.0,14,807480.17,False,False,False
HALI OPTICAL LTD TA SPECIALEYES EYECARE OPTICIANS,supplier,1,0.0001890359168241966,0.0,3,109238.8,False,False,False
HALL GREEN HEALTH Y00159,supplier,1,0.0001890359168241966,0.0,2,56425.95,False,False,False
HALL GROVE SURGERY,supplier,1,0.0001890359168241966,0.0,7,266265.2,False,False,False
HALL PRACTICE,supplier,1,0.0001890359168241966,0.0,18,1308766.76,False,False,False
HAMDON MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,120658.13999999998,False,False,False
HAMELN PHARMA,supplier,1,0.0001890359168241966,0.0,7,953582.23,False,False,False
HAMILTON & PARTNERS ILKESTON,supplier,1,0.0001890359168241966,0.0,2,58026.08,False,False,False
HAMILTON & PARTNERS ROWLEY REGIS,supplier,1,0.0001890359168241966,0.0,19,790696.22,False,False,False
HAMILTON MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,75445.7,False,False,False
HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,45,5968264.27,False,False,False
HAMPSHIRE CONSTABULARY,supplier,1,0.0001890359168241966,0.0,7,238100.0,False,False,False
HAMPSHIRE COUNTY COUNCIL,supplier,1,0.0001890359168241966,0.0,13,817238.98,False,False,False
HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,750,611134111.36,False,True,True
HAMPSTEAD GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,22,2550468.8,False,False,False
HAMSTREET SURGERY,supplier,1,0.0001890359168241966,0.0,13,715834.8,False,False,False
HANHAM SURGERY,supplier,1,0.0001890359168241966,0.0,4,129281.06,False,False,False
HAPPY BABY COMMUNITY,supplier,1,0.0001890359168241966,0.0,2,50667.53,False,False,False
HARBOROUGH FIELD SURGERY,supplier,1,0.0001890359168241966,0.0,46,3663774.59,False,False,False
HARBOUR MEDICAL PRACTICE G82217,supplier,1,0.0001890359168241966,0.0,5,448772.14,False,False,False
HARBOUR VIEW HEALTHCARE,supplier,1,0.0001890359168241966,0.0,7,520687.94,False,False,False
HARBURY SURGERY,supplier,1,0.0001890359168241966,0.0,16,1246754.4,False,False,False
HARCOURT MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,64270.020000000004,False,False,False
HARDENBLAKENALL PRACTICE,supplier,1,0.0001890359168241966,0.0,2,89706.31,False,False,False
HARDWICKE HOUSE GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,12,665394.12,False,False,False
HARESFIELD SURGERY,supplier,1,0.0001890359168241966,0.0,8,1310604.44,False,False,False
HAREWOOD MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,12,847021.7,False,False,False
HARINGEY GP FEDERATION,supplier,1,0.0001890359168241966,0.0,33,3526818.92,False,False,False
HARLEQUIN SURGERY,supplier,1,0.0001890359168241966,0.0,6,379904.53,False,False,False
HARLEY HOUSE SURGERY IRNHAM ROAD MINEHEAD,supplier,1,0.0001890359168241966,0.0,4,201955.94999999998,False,False,False
HARLEY STREET MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,10,510253.59,False,False,False
HARLOW CONSULTING SERVICES,supplier,1,0.0001890359168241966,0.0,5,257247.0,False,False,False
HARLOW PRINTING,supplier,2,0.0003780718336483932,0.00022823447630566636,48,5107027.99,True,False,True
HARRATON SURGERY,supplier,1,0.0001890359168241966,0.0,2,62871.36,False,False,False
HARRIS & PARTNERS,supplier,1,0.0001890359168241966,0.0,8,424604.32999999996,False,False,False
HARRIS MEMORIAL SURGERY,supplier,1,0.0001890359168241966,0.0,13,584541.6,False,False,False
HARROGATE & DISTRICT NHS FOUNDATION NHS TRUST,supplier,1,0.0001890359168241966,0.0,780,212156805.89000002,False,True,True
HARROLD MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,3,140723.28,False,False,False
HARROW GREEN,supplier,1,0.0001890359168241966,0.0,3,177759.72999999998,False,False,False
HART HEALTH PARTNERSHIP J82110,supplier,1,0.0001890359168241966,0.0,3,107623.19,False,False,False
HART SURGERY,supplier,1,0.0001890359168241966,0.0,18,1136909.2,False,False,False
HARTLEY CORNER MEDICAL PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,24,1401514.57,False,False,False
HARTNELL TAYLOR COOK,supplier,1,0.0001890359168241966,0.0,18,1455723.47,False,False,False
HARVEY PRACTICE,supplier,1,0.0001890359168241966,0.0,20,1268014.93,False,False,False
HASLEMERE HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,7,244821.12,False,False,False
HASTINGS HOUSE,supplier,1,0.0001890359168241966,0.0,12,721587.0,False,False,False
HASTINGS OLD TOWN SURGERY,supplier,1,0.0001890359168241966,0.0,3,98280.67,False,False,False
HATFIELD HEALTH CENTRE,supplier,1,0.0001890359168241966,0.0,8,436099.5,False,False,False
HATMILL,supplier,1,0.0001890359168241966,0.0,14,3490219.95,False,False,False
HAUGHTON THORNLEY MEDICAL CENTRES,supplier,1,0.0001890359168241966,0.0,20,2476383.66,False,False,False
HAUS PICTURES,supplier,1,0.0001890359168241966,0.0,2,69966.0,False,False,False
HAVELOCK GRANGE PRACTICE,supplier,1,0.0001890359168241966,0.0,10,516676.0,False,False,False
HAVEN HOUSE FOUNDATION,supplier,1,0.0001890359168241966,0.0,5,2055433.0,False,False,False
HAVENS CHRISTIAN HOSPICE,supplier,1,0.0001890359168241966,0.0,2,921533.0,False,False,False
HAVENS HOSPICES,supplier,1,0.0001890359168241966,0.0,3,1454084.0,False,False,False
HAWTHORNS SURGERY,supplier,1,0.0001890359168241966,0.0,3,182834.25,False,False,False
HAXBY GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,24,1085489.08,False,False,False
HAXBY GROUP SCARBOROUGH,supplier,1,0.0001890359168241966,0.0,2,64471.03,False,False,False
HAXBY GROUP TRAINING,supplier,1,0.0001890359168241966,0.0,22,2516997.8,False,False,False
HAYTOR HEALTH,supplier,1,0.0001890359168241966,0.0,3,115570.0,False,False,False
HAZELDENE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,3,322890.64999999997,False,False,False
HAZELWOOD GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,9,385197.1,False,False,False
HBG,supplier,1,0.0001890359168241966,0.0,3,193922.28,False,False,False
HCA INTERNATIONAL,supplier,1,0.0001890359168241966,0.0,22,153802029.35999998,False,False,False
HCRG CARE READING,supplier,1,0.0001890359168241966,0.0,2,64951.0,False,False,False
HCRG CARE SERVICES,supplier,1,0.0001890359168241966,0.0,197,47151925.14,False,False,False
HCRG MEDICAL SERVICES,supplier,1,0.0001890359168241966,0.0,60,20727163.02,False,False,False
HEACHAM GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,8,623985.6,False,False,False
HEADLANDS SURGERY,supplier,1,0.0001890359168241966,0.0,17,1173405.8599999999,False,False,False
HEADON O T & PARTNERS,supplier,1,0.0001890359168241966,0.0,29,1981185.8699999999,False,False,False
HEALIOS,supplier,1,0.0001890359168241966,0.0,2,321579.6,False,False,False
HEALTH & CARE INNOVATIONS,supplier,1,0.0001890359168241966,0.0,2,180000.0,False,False,False
HEALTH & SOCIAL CARE INFORMATION CENTRE,supplier,1,0.0001890359168241966,0.0,141,43894976.61,False,False,False
HEALTH & WELLBEING EARLS COURT,supplier,1,0.0001890359168241966,0.0,4,427617.56,False,False,False
HEALTH AND SOCIAL CARE INFORMATION CENTRE,supplier,1,0.0001890359168241966,0.0,3,5894415.0,False,False,False
HEALTH ASSURED,supplier,1,0.0001890359168241966,0.0,13,521860.91000000003,False,False,False
HEALTH CARE SURGERY,supplier,1,0.0001890359168241966,0.0,5,310790.9,False,False,False
HEALTH CENTRE BACK HILLS,supplier,1,0.0001890359168241966,0.0,5,290039.63,False,False,False
HEALTH CENTRE BIGGLESWADE,supplier,1,0.0001890359168241966,0.0,3,278415.42,False,False,False
HEALTH CENTRE CHILLINGTON KINGSBRIDGE,supplier,1,0.0001890359168241966,0.0,3,98061.03,False,False,False
HEALTH CENTRE DYKES WAY WINCANTON,supplier,1,0.0001890359168241966,0.0,3,200625.53999999998,False,False,False
HEALTH CENTRE SOUTH BRENT,supplier,1,0.0001890359168241966,0.0,4,150490.91999999998,False,False,False
HEALTH CENTRE SOUTH MOLTON,supplier,1,0.0001890359168241966,0.0,6,1187365.96,False,False,False
HEALTH COACHING ACADEMY,supplier,1,0.0001890359168241966,0.0,3,470900.0,False,False,False
HEALTH EDUCATION COOPERATIVE LTD THE,supplier,1,0.0001890359168241966,0.0,8,1283700.0,False,False,False
HEALTH EDUCATION ENGLAND,supplier,1,0.0001890359168241966,0.0,111,204608563.57,False,False,False
HEALTH FOUNDATION THE,supplier,1,0.0001890359168241966,0.0,14,4340507.3100000005,False,False,False
HEALTH INFORMATION CONSULTING,supplier,1,0.0001890359168241966,0.0,9,277728.0,False,False,False
HEALTH INNOVATION NORTH EAST AND NORTH CUMBRIA,supplier,1,0.0001890359168241966,0.0,6,2047617.2999999998,False,False,False
HEALTH INNOVATION WESSEX,supplier,1,0.0001890359168241966,0.0,10,3027246.6,False,False,False
HEALTH INTELLIGENCE,supplier,1,0.0001890359168241966,0.0,608,123364513.73,False,True,True
HEALTHCARE FINANCIAL MANAGEMENT ASSOCIATION,supplier,1,0.0001890359168241966,0.0,10,2673067.6,False,False,False
HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,128,104710616.53,False,False,False
HEALTHSHARE DIAGNOSTICS,supplier,1,0.0001890359168241966,0.0,17,494381.2,False,False,False
HEALTHY LIVING CENTRE,supplier,1,0.0001890359168241966,0.0,3,139908.90000000002,False,False,False
HEALTHY YOU,supplier,1,0.0001890359168241966,0.0,8,362005.0,False,False,False
HEART OF BATH MEDICAL PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,8,278630.06,False,False,False
HEARTBEAT PRIMARY CARE CIC,supplier,1,0.0001890359168241966,0.0,2,116813.6,False,False,False
HEARTFLOW,supplier,1,0.0001890359168241966,0.0,16,4120200.0,False,False,False
HEATH & PARTNERS,supplier,1,0.0001890359168241966,0.0,10,1572203.15,False,False,False
HEATH LANE SURGERY,supplier,1,0.0001890359168241966,0.0,13,940758.15,False,False,False
HEATHER VIEW MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,5,758480.1799999999,False,False,False
HEATHERWOOD COURT,supplier,1,0.0001890359168241966,0.0,32,3813975.96,False,False,False
HEATHFIELD SURGERY,supplier,1,0.0001890359168241966,0.0,5,279593.3,False,False,False
HEATHGATE MEDICAL PRACTICE D82078,supplier,1,0.0001890359168241966,0.0,2,79811.74,False,False,False
HEATON MOOR MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,21,2195366.78,False,False,False
HEATON NORRIS HEALTH CENTRE DR MARSHALL,supplier,1,0.0001890359168241966,0.0,4,195093.24,False,False,False
HEAVITREE HEALTH CENTRE EXETER,supplier,1,0.0001890359168241966,0.0,3,146455.11,False,False,False
HEBDEN BRIDGE GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,4,132535.66,False,False,False
HEDENA HEALTH,supplier,1,0.0001890359168241966,0.0,3,110250.04000000001,False,False,False
HEDGE END MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,4,108919.62,False,False,False
HEELEY GREEN SURGERY,supplier,1,0.0001890359168241966,0.0,4,289948.98,False,False,False
HELEN & DOUGLAS HOUSE,supplier,1,0.0001890359168241966,0.0,5,2241750.0,False,False,False
HELIX MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,2,301683.83999999997,False,False,False
HELP AND CARE,supplier,1,0.0001890359168241966,0.0,8,525000.0,False,False,False
HELP FOR HEROES,supplier,1,0.0001890359168241966,0.0,3,396000.0,False,False,False
HELPFORCE COMMUNITY CIC,supplier,1,0.0001890359168241966,0.0,11,1792923.0,False,False,False
HELSTON MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,27,2336203.6,False,False,False
HEMPSONS,supplier,1,0.0001890359168241966,0.0,8,445745.32999999996,False,False,False
HEMSLEY FRASER GROUP,supplier,1,0.0001890359168241966,0.0,4,390630.0,False,False,False
HENDFORD LODGE MEDICAL CENTRE YEOVIL,supplier,1,0.0001890359168241966,0.0,3,302502.06,False,False,False
HENFIELD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,12,724826.26,False,False,False
HEPATITIS C TRUST,supplier,1,0.0001890359168241966,0.0,15,997750.0,False,False,False
HEREFORD MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,32,3699449.85,False,False,False
HEREFORDSHIRE & WORCESTERSHIRE HEALTH & CARE NHS TRUST,supplier,1,0.0001890359168241966,0.0,65,29723407.48,False,False,False
HEREFORDSHIRE & WORCESTERSHIRE LPC,supplier,1,0.0001890359168241966,0.0,5,555648.0,False,False,False
HERNE HILL GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,4,208433.21000000002,False,False,False
HERON MEDICAL PRACTICE KENT,supplier,1,0.0001890359168241966,0.0,3,108627.88,False,False,False
HERSCHEL MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,17,1547412.84,False,False,False
HERTFORDSHIRE COMMUNITY NHS TRUST,supplier,1,0.0001890359168241966,0.0,317,126908024.27,False,True,True
HERTFORDSHIRE CONSTABULARY,supplier,1,0.0001890359168241966,0.0,25,3710727.4,False,False,False
