record_id,source,entity,supplier,date,amount,category,period,is_new_supplier,anomaly_score,top_shap_feature,top_shap_value
155300,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-10-31,35258596.17,Education and training,post_covid,0,0.10059640908301404,supplier_txn_seq,3.6520591980240793
145626,NHS_England,NHS England,LEEDS TEACHING HOSPITALS NHS TRUST,2024-09-30,27531833.33,Services from other NHS bodies,post_covid,0,0.10040463077670758,supplier_txn_seq,2.7432010528409627
155149,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-06-30,21072095.67,Services from other NHS bodies,post_covid,0,0.10024939654811804,supplier_txn_seq,3.7194908141442027
154552,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2023-07-31,18406447.0,Education and training,post_covid,0,0.10013976873934483,supplier_txn_seq,2.7569164284582213
198838,NHS_England,NHS England,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2024-04-30,37965651.49,Services from other NHS bodies,post_covid,0,0.10008367370975302,supplier_txn_seq,3.1457125496029974
118669,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-03-31,17264243.25,Services from other NHS bodies,post_covid,0,0.1000463605224714,supplier_txn_seq,3.786519357554931
118812,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-06-30,19374059.0,Services from other NHS bodies,post_covid,0,0.09993269641872649,supplier_txn_seq,3.733209455629694
193475,NHS_England,NHS England,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2023-12-31,29070057.67,Services from other NHS bodies,post_covid,0,0.0998140566660709,supplier_txn_seq,2.56582654905035
55449,NHS_England,NHS England,BARTS HEALTH NHS TRUST,2024-06-30,26085661.5,Services from other NHS bodies,post_covid,0,0.09942903619096854,supplier_txn_seq,2.819008616717282
118841,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-07-31,23957926.67,Services from other NHS bodies,post_covid,0,0.09925304147279634,supplier_txn_seq,3.749697259462955
