supplier,total_transactions,total_spend,mean_transaction_amount,ml_anomaly_rate,mean_ml_anomaly_score,rule_flag_rate,is_network_hub,composite_risk_score,risk_tier,community_id,community_size
NHS SUPPLY CHAIN,20,46312781.23,2315639.0615000003,0.0,-0.1505717870369037,0.1,True,41.358024691358025,Low,0.0,590.0
DR WRIGHTSON L & PARTNERS,16,1068845.34,66802.83375,0.0,-0.1416799373923444,0.0625,False,41.35320216049382,Low,,
ALTACOM LTD,8,719605.66,89950.7075,0.0,-0.1548546211856049,0.125,False,41.34355709876543,Low,,
COURTYARD SURGERY,20,1825450.5,91272.525,0.0,-0.1126869110312044,0.0,False,41.32426697530863,Low,,
WATLING STREET SURGERY,10,516939.58,51693.958,0.0,-0.11272523102167,0.0,False,41.31462191358024,Low,,
DR FH WATERS & PARTNERS,7,417201.63,59600.23285714286,0.0,-0.1128204327724339,0.0,False,41.295331790123456,Low,3.0,221.0
LONDON MEDICAL ASSOCIATES LTD,7,418353.1,59764.72857142857,0.0,-0.1128351347554699,0.0,False,41.27604166666666,Low,,
SYNERGY HEALTH (UK) LTD,8,2312247.69,289030.96125,0.0,-0.1128527767695151,0.0,False,41.25675154320987,Low,,
MTI TECHNOLOGY LTD,55,5313447.85,96608.14272727272,0.0,-0.1522051757997837,0.109090909090909,False,41.25192901234568,Low,,
EAST DURHAM MEDICAL GROUP,12,684679.88,57056.65666666667,0.0,-0.1128568394899353,0.0,False,41.24710648148148,Low,,
NHS CHESHIRE CCG,41,15614391.27,380838.8114634146,0.0,-0.154705426237261,0.1219512195121951,False,41.24710648148148,Low,2.0,317.0
CHILDRENS TRUST (THE),81,28051225.99,346311.4319753087,0.0,-0.1372828760532807,0.037037037037037,False,41.24228395061728,Low,,
WATERLOO HOUSE SURGERY,6,276772.6,46128.76666666666,0.0,-0.1128775540755756,0.0,False,41.23746141975308,Low,,
PORTSLADE HEALTH CENTRE MEDICAL PRACTICE,9,741014.12,82334.90222222223,0.0,-0.1128908887653677,0.0,False,41.22781635802468,Low,,
SPA MEDICAL CENTRE,32,2382066.6,74439.58125,0.0,-0.1368638249343072,0.03125,False,41.222993827160494,Low,,
DR TUDOR V S & PARTNERS,18,1053942.86,58552.38111111111,0.0,-0.1128929142907567,0.0,False,41.21817129629629,Low,,
CMK MEDICAL CENTRE,9,483923.78,53769.30888888889,0.0,-0.1131841871486897,0.0,False,41.14101080246913,Low,2.0,317.0
K KARIA,8,846176.64,105772.08,0.0,-0.1131913959807434,0.0,False,41.13136574074073,Low,,
NHS SHROPSHIRE TELFORD AND WREKIN ICB,46,9010193.26,195873.76652173916,0.0,-0.1567844830330869,0.1304347826086956,True,41.08796296296296,Low,3.0,221.0
NHS SHROPSHIRE CCG,36,6642497.36,184513.8155555556,0.0,-0.1644686934748674,0.1666666666666666,False,41.06867283950618,Low,,
NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,113,37364409.23,330658.4887610619,0.0,-0.1661039497700984,0.168141592920354,False,41.05902777777778,Low,,
KAINOS LTD,31,5220991.84,168419.09161290323,0.032258064516129,-0.1601799192311356,0.0,False,41.05902777777777,Low,,
BARNARD CASTLE SURGERY,19,1023258.1,53855.68947368421,0.0,-0.1134161403088549,0.0,False,41.044560185185176,Low,,
ROLLE MEDICAL PARTNERSHIP,5,328323.03,65664.606,0.0,-0.1134595315708835,0.0,False,41.02527006172839,Low,,
NHS SOUTH NORFOLK CCG,15,4328514.57,288567.63800000004,0.0,-0.1576531858215575,0.1333333333333333,False,41.015625,Low,2.0,317.0
DR J WIJERATNE & PTNRS,5,321066.9,64213.380000000005,0.0,-0.1135393877731929,0.0,False,41.0059799382716,Low,,
DR LJ BROUGHTON & PARTNERS,15,1241145.2,82743.01333333334,0.0,-0.1135849372489,0.0,False,40.97704475308642,Low,8.0,61.0
WHITSTABLE MEDICAL PRACTICE,13,876260.8200000001,67404.67846153847,0.0,-0.1136415135398805,0.0,False,40.967399691358025,Low,2.0,317.0
543 DENTAL CENTRE LTD,16,496582.0,31036.375,0.0,-0.1429913064384813,0.0625,False,40.957754629629626,Low,,
FIRDALE MEDICAL CENTRE,9,813390.6,90376.73333333334,0.0,-0.1136814569210423,0.0,False,40.95775462962962,Low,,
MCKENZIE HOUSE SURGERY,11,654302.68,59482.06181818182,0.0,-0.1137453297065256,0.0,False,40.93846450617284,Low,,
MATHEWS PRACTICE,14,841772.84,60126.63142857143,0.0,-0.1138060097662743,0.0,False,40.92881944444444,Low,,
NHS CORBY CCG,5,230311.3,46062.26,0.0,-0.1138191581518935,0.0,False,40.91917438271605,Low,,
WOODLANDS FAMILY PRACTICE,9,380826.89,42314.09888888889,0.0,-0.1138989839609446,0.0,False,40.88059413580247,Low,,
DEVELOP CONSULTING LTD,76,3065321.0,40333.17105263158,0.0,-0.1530402367382604,0.1052631578947368,False,40.87094907407408,Low,,
DR A INGRAM & PARTNERS,10,651352.96,65135.296,0.0,-0.1139072003851298,0.0,False,40.87094907407407,Low,,
UNIVERSITY OF WOLVERHAMPTON,40,3042579.45,76064.48625,0.0,-0.1616220604275234,0.15,False,40.86612654320987,Low,0.0,590.0
HALESOWEN MEDICAL PRACTICE,13,770596.27,59276.63615384616,0.0,-0.1139363980927998,0.0,False,40.86130401234567,Low,,
NHS TAMESIDE AND GLOSSOP CCG,40,4045235.92,101130.898,0.0,-0.1564653910445078,0.125,False,40.85165895061728,Low,2.0,317.0
NEWTON DRIVE HEALTH CENTRE,8,474809.42,59351.1775,0.0,-0.1141705035234936,0.0,False,40.813078703703695,Low,,
LOWER INCE SURGERY,10,695647.76,69564.776,0.0,-0.1142307231370909,0.0,False,40.79378858024691,Low,,
MACLEODS PHARMA UK LTD,31,1883760.0,60766.45161290323,0.032258064516129,-0.1610326840284215,0.0,False,40.78896604938272,Low,,
IQVIA LTD,33,5092779.88,154326.66303030305,0.0,-0.1500309873164332,0.0909090909090909,False,40.78896604938271,Low,,
ECCLES & PARTNERS,10,717363.72,71736.372,0.0,-0.1143142551307933,0.0,False,40.76485339506172,Low,,
NORTH CHARNWOOD GP COMMUNITY NETWORK LTD,6,387230.95,64538.49166666667,0.0,-0.1143351796216945,0.0,False,40.75520833333333,Low,,
BURRELL & PARTNERS,12,649261.38,54105.115,0.0,-0.1144101357603088,0.0,False,40.735918209876544,Low,,
RETHINK,18,1059292.62,58849.59,0.0,-0.1546927542602502,0.1111111111111111,False,40.72145061728395,Low,,
ORCHARD MEDICAL CENTRE (THE) BRISTOL,32,2037015.65,63656.7390625,0.0,-0.1381916354787455,0.03125,False,40.69251543209876,Low,,
BOLTON EYE CLINIC LTD,14,562914.51,40208.17928571429,0.0,-0.1145603486191904,0.0,False,40.68769290123456,Low,,
STAFF COLLEGE LEADERSHIP IN HEALTHCARE (THE),7,387723.91,55389.130000000005,0.0,-0.1145821378580673,0.0,False,40.67804783950616,Low,,
NHS HAVERING CCG,7,2859593.44,408513.34857142856,0.0,-0.1146359041065187,0.0,False,40.65875771604938,Low,,
TAMKIN WP,6,439777.9,73296.31666666667,0.0,-0.1146459229262137,0.0,False,40.64911265432099,Low,,
DR A C BROOKS & PARTNERS,12,1183872.04,98656.00333333334,0.0,-0.1146511220263073,0.0,False,40.6394675925926,Low,2.0,317.0
TAURUS HEALTHCARE LTD,38,3474010.4,91421.32631578948,0.0,-0.153687656433205,0.1052631578947368,False,40.6298225308642,Low,,
NHS CASTLE POINT AND ROCHFORD CCG,66,11411560.66,172902.43424242423,0.0,-0.1629015389438584,0.1515151515151515,False,40.6201774691358,Low,2.0,317.0
PRINCESS ALEXANDRA HOSPITAL NHS TRUST,27,9354748.87,346472.18037037033,0.0,-0.1865374432470606,0.2222222222222222,False,40.610532407407405,Low,,
UNIVERSITY OF SALFORD MANCHESTER,10,1025692.64,102569.264,0.0,-0.1525980036458836,0.1,False,40.60570987654321,Low,,
LABCOLD LTD,9,770116.04,85568.44888888889,0.0,-0.1549319654820418,0.1111111111111111,False,40.576774691358025,Low,,
HINCKLEY & BOSWORTH MEDICAL ALLIANCE,17,1624751.07,95573.59235294118,0.0,-0.1437035081457529,0.0588235294117647,False,40.53337191358025,Low,,
DR PROWSE G D W & PTNRS,23,1661526.79,72240.2952173913,0.0,-0.1405073644118887,0.0434782608695652,False,40.52854938271605,Low,3.0,221.0
HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,45,5968264.27,132628.09488888888,0.0,-0.1595360269844364,0.1333333333333333,False,40.514081790123456,Low,,
UNIVERSITY OF DERBY,39,4036302.81,103494.94384615384,0.0,-0.1791729968843051,0.2051282051282051,False,40.504436728395056,Low,,
NHS EAST AND NORTH HERTFORDSHIRE CCG,81,19575660.04,241674.815308642,0.0,-0.1653441727065963,0.1604938271604938,False,40.48996913580247,Low,2.0,317.0
JENNER HEALTHCARE,10,501757.79,50175.779,0.0,-0.1151993442528824,0.0,False,40.47550154320987,Low,,
LIVING WELL CONSORTIUM LTD,9,1298889.44,144321.04888888888,0.0,-0.1554492664884646,0.1111111111111111,False,40.432098765432094,Low,,
HOLY CROSS HOSPITAL,6,155759.0,25959.83333333333,0.0,-0.1153248393762174,0.0,False,40.4272762345679,Low,,
NHS SOUTH WARWICKSHIRE CCG,43,9476832.16,220391.44558139532,0.0,-0.1661078344220859,0.1627906976744186,False,40.41763117283951,Low,2.0,317.0
LIVERPOOL JOHN MOORES UNIVERSITY,35,2532487.65,72356.79,0.0,-0.1689307385528452,0.1714285714285714,False,40.41763117283951,Low,0.0,590.0
SOUTH HERMITAGE SURGERY,14,1630942.19,116495.87071428572,0.0,-0.1153432596160566,0.0,False,40.4079861111111,Low,,
DR GR MURRAY & PARTNERS,13,856688.0599999999,65899.08153846153,0.0,-0.1153655690395534,0.0,False,40.38869598765432,Low,,
ADAM HTT LTD TA ADAM,20,842677.8,42133.89,0.0,-0.1638440846853143,0.15,False,40.37422839506173,Low,1.0,552.0
TODMORDEN GROUP PRACTICE,16,859746.4,53734.15,0.0,-0.1154145921449792,0.0,False,40.36940586419753,Low,,
CALDER VIEW SURGERY,8,507098.75,63387.34375,0.0,-0.1154196939011336,0.0,False,40.35976080246913,Low,,
DR A B BOLTON & PARTNERS,12,650705.3200000001,54225.443333333336,0.0,-0.1155038177800059,0.0,False,40.35011574074073,Low,,
WELTON FAMILY HEALTH CENTRE,14,1197383.74,85527.41,0.0,-0.1155240406264283,0.0,False,40.34047067901234,Low,,
DR BURNHAM & PARTNERS,16,793654.88,49603.43,0.0,-0.1156237643987651,0.0,False,40.31153549382715,Low,,
SEYMOUR JOHN PUBLIC SERVICES LTD,60,3425692.53,57094.8755,0.0,-0.1603747448834688,0.1333333333333333,False,40.30189043209876,Low,,
NEWGATE MEDICAL GROUP,25,1287945.13,51517.8052,0.0,-0.1157747253959026,0.0,False,40.27295524691357,Low,2.0,317.0
ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,211,56336064.39,266995.5658293839,0.0,-0.1568429565161054,0.1137440758293838,True,40.26813271604938,Low,,
FELIXSTOWE ROAD MEDICAL PRACTICE,6,328649.08,54774.84666666667,0.0,-0.1157904764441548,0.0,False,40.263310185185176,Low,2.0,317.0
SUTTON MANOR SURGERY,18,1109929.43,61662.746111111104,0.0,-0.1437355575152762,0.0555555555555555,False,40.25848765432098,Low,,
MANOR & PARK GROUP PRACTICE,14,826802.4500000001,59057.31785714287,0.0,-0.1158154028252907,0.0,False,40.253665123456784,Low,,
AXIOLOGIK LTD,46,6210842.58,135018.31695652174,0.0217391304347826,-0.1611040507765715,0.0,False,40.24884259259259,Low,,
INSOURCE SELECT LTD,47,4753888.88,101146.57191489362,0.0,-0.1641065993009903,0.1489361702127659,False,40.22472993827161,Low,,
TILEHURST VILLAGE SURGERY,10,702475.7,70247.56999999999,0.0,-0.1160401768423368,0.0,False,40.14756944444444,Low,,
DENTAL CONCEPTS,48,1922741.94,40057.12375,0.0208333333333333,-0.1612898610874644,0.0,False,40.14756944444444,Low,5.0,91.0
DR R HIRSON,16,1326234.8,82889.675,0.0,-0.116102145719037,0.0,False,40.13792438271605,Low,,
LA INTERNATIONAL COMPUTER CONSULTANTS LTD,124,16421594.47,132432.21346774194,0.0,-0.1673354695781481,0.1612903225806451,False,40.13310185185185,Low,,
LONG STREET SURGERY,8,399726.36,49965.795000000006,0.0,-0.1161255747021954,0.0,False,40.12827932098765,Low,,
WHARTON BUSINESS CONSULTING LTD,9,1139955.0,126661.66666666669,0.0,-0.1566652673655935,0.1111111111111111,False,40.08487654320987,Low,,
INSPIRE DENTAL READING,7,200860.0,28694.285714285717,0.0,-0.1164084815892053,0.0,False,40.07040895061728,Low,,
NHS IPSWICH AND EAST SUFFOLK CCG,48,9688683.14,201847.56541666668,0.0,-0.155313829165759,0.1041666666666666,False,40.04629629629629,Low,2.0,317.0
DR G A LEES & PARTNERS,12,562271.42,46855.95166666667,0.0,-0.1164977079578564,0.0,False,40.031828703703695,Low,,
RATCLIFFE ROAD PRACTICE,10,528383.96,52838.39599999999,0.0,-0.116502000972581,0.0,False,40.0221836419753,Low,,
CHANGE GROW LIVE,13,1292108.96,99392.99692307692,0.0,-0.1498426606147346,0.0769230769230769,False,39.96913580246914,Low,10.0,16.0
HAZELWOOD GROUP PRACTICE,9,385197.1,42799.677777777775,0.0,-0.116703524993014,0.0,False,39.96431327160494,Low,,
PARKSTONE HEALTH CENTRE,16,866035.92,54127.245,0.0,-0.1167700920298048,0.0,False,39.94502314814814,Low,8.0,61.0
DR SHARMA G K & PTNRS,14,899439.4199999999,64245.67285714285,0.0,-0.1168242991003815,0.0,False,39.92573302469136,Low,,
HOPWOOD MEDICAL CENTRE,19,962839.1,50675.742105263154,0.0,-0.1168462231695463,0.0,False,39.90644290123456,Low,2.0,317.0
MEDICAL PIPED GASES LTD,5,142120.2,28424.04,0.0,-0.1168486414025295,0.0,False,39.89679783950616,Low,,
CU SERVICES LTD,27,1614970.59,59813.72555555556,0.0,-0.1657277081111924,0.1481481481481481,False,39.87750771604938,Low,,
BOAT HOUSE SURGERY,14,889052.5,63503.75,0.0,-0.1168784410435956,0.0,False,39.86786265432099,Low,,
NHS SOUTHEND CCG,46,8398636.62,182579.05695652173,0.0,-0.1566193177832339,0.108695652173913,False,39.84375,Low,2.0,317.0
GRAVESEND MEDICAL CENTRE,6,349608.58,58268.09666666667,0.0,-0.116909853007507,0.0,False,39.8389274691358,Low,,
DR COONEY J A F & PARTNERS,13,580154.74,44627.28769230769,0.0,-0.1169273181406733,0.0,False,39.829282407407405,Low,,
YORK HOUSE MEDICAL CENTRE,11,1016107.8,92373.43636363636,0.0,-0.1169300444123498,0.0,False,39.81963734567901,Low,,
VALLEY MEDICAL CENTRE,6,290907.4,48484.56666666667,0.0,-0.1169317263690505,0.0,False,39.80999228395061,Low,,
SHARPSMART LTD,19,511759.46,26934.708421052637,0.0,-0.1169433588746955,0.0,False,39.80034722222221,Low,,
DR D M HUGHES & PARTNERS,18,952838.6,52935.47777777778,0.0,-0.1452906652314789,0.0555555555555555,False,39.78587962962962,Low,,
ASPIRO HEALTHCARE,78,4653964.63,59666.2132051282,0.0,-0.1614218178519089,0.1282051282051282,False,39.77623456790123,Low,2.0,317.0
ST MARYS SURGERY ELY,15,3121683.05,208112.2033333333,0.0,-0.1170957625747774,0.0,False,39.77141203703703,Low,3.0,221.0
STANSTED SURGERY,15,1019264.06,67950.93733333334,0.0,-0.1171872098768736,0.0,False,39.732831790123456,Low,,
DR SIVATHASAN & PARTNERS,8,1044164.84,130520.605,0.0,-0.1607272299053998,0.125,False,39.732831790123456,Low,,
GOODSAM LTD,45,6030213.72,134004.74933333334,0.0,-0.1482771653067882,0.0666666666666666,False,39.723186728395056,Low,,
VILLAGE SURGERY CRAMLINGTON,37,2132833.11,57644.138108108105,0.0,-0.1408130736504923,0.027027027027027,False,39.71836419753086,Low,,
RESTORE PLC - (WAS MAGNUM),8,311960.85,38995.10625,0.0,-0.1172177184173548,0.0,False,39.70389660493827,Low,,
NETCOMPANY UK LTD,152,27774515.27,182727.07414473683,0.0,-0.169567666477582,0.1644736842105263,False,39.69907407407407,Low,,
NHS NEWARK & SHERWOOD CCG,5,519784.18,103956.836,0.0,-0.1173792637843909,0.0,False,39.66531635802469,Low,,
HUNTINGDON ROAD SURGERY,10,420726.7,42072.67,0.0,-0.1174373109288093,0.0,False,39.6363811728395,Low,,
DR DAWSON & PARTNERS,6,323245.9,53874.31666666667,0.0,-0.1174400840713268,0.0,False,39.62673611111111,Low,,
OPTICAL WORLD (SOUTHALL) LTD,17,488282.46,28722.497647058823,0.0,-0.1174477995232498,0.0,False,39.61709104938272,Low,,
OPUS ENERGY LTD,44,6487661.83,147446.85977272727,0.0,-0.1492697255597321,0.0681818181818181,False,39.61709104938272,Low,,
MOUNT PLEASANT HEALTH CENTRE,13,816643.24,62818.71076923077,0.0,-0.1175614035056896,0.0,False,39.59780092592592,Low,,
UNIVERSITY OF EAST ANGLIA,112,19205428.01,171477.03580357143,0.0,-0.1752174616936825,0.1785714285714285,False,39.59780092592592,Low,,
DR ASG USHER & PARTNERS,20,1367522.64,68376.132,0.0,-0.1175895337922505,0.0,False,39.58815586419753,Low,8.0,61.0
ST LEONARDS PRACTICE,15,819983.23,54665.54866666666,0.0,-0.1177237015816642,0.0,False,39.55922067901234,Low,,
NHS HILLINGDON CCG,11,2792977.8200000003,253907.07454545455,0.0,-0.153571891661821,0.0909090909090909,False,39.55439814814814,Low,,
ERHIT LTD,41,3078338.44,75081.42536585366,0.0,-0.1445207328934896,0.048780487804878,False,39.501350308641975,Low,,
NHS HOUNSLOW CCG,7,2507056.39,358150.91285714286,0.0,-0.1179039718719944,0.0,False,39.491705246913575,Low,,
NHS SOUTH SEFTON CCG,45,6972157.39,154936.8308888889,0.0,-0.1635130734216649,0.1333333333333333,False,39.48206018518518,Low,1.0,552.0
DR GUNTAMUKKALA,8,297949.26,37243.6575,0.0,-0.1179107025714256,0.0,False,39.48206018518518,Low,2.0,317.0
ISIO GROUP LTD,34,2431817.7,71524.05,0.0,-0.1533865714727363,0.088235294117647,False,39.47723765432099,Low,,
NHS SALFORD CCG,40,5024056.8,125601.42,0.0,-0.1559731798028151,0.1,False,39.47723765432099,Low,2.0,317.0
COACHMANS MEDICAL PRACTICE,22,1335538.07,60706.27590909091,0.0454545454545454,-0.1695967044015524,0.0,False,39.472415123456784,Low,,
DR SANGHERA J S & PARTNERS,12,779417.06,64951.42166666667,0.0,-0.1179937057349972,0.0,False,39.4434799382716,Low,,
SCOTT PRACTICE,37,3736909.12,100997.54378378378,0.0,-0.1462166932297359,0.054054054054054,False,39.42418981481481,Low,3.0,221.0
R G CARTER BUILDING LTD,20,6299334.0,314966.7,0.0,-0.1561199086364131,0.1,False,39.40972222222222,Low,,
WOOLFORD RANPURA AHYOW & MILTON,13,915020.84,70386.21846153846,0.0,-0.1181342517222344,0.0,False,39.404899691358025,Low,2.0,317.0
G B M WINSTOCK,10,397867.58,39786.758,0.0,-0.1181547751812716,0.0,False,39.395254629629626,Low,,
UNIVERSITY OF SURREY,21,12295173.16,585484.4361904762,0.0,-0.1182538121569259,0.0,False,39.37596450617284,Low,,
GROSVENOR MEDICAL CENTRE CREWE,9,468839.64,52093.293333333335,0.0,-0.1182756016022698,0.0,False,39.36631944444444,Low,,
HEALTH INNOVATION WESSEX LTD,10,3027246.6,302724.66000000003,0.0,-0.1183173169285335,0.0,False,39.35667438271605,Low,,
HESWALL & PENSBY GROUP PRACTICE,52,4875738.25,93764.1971153846,0.0,-0.1432749267590614,0.0384615384615384,False,39.34702932098765,Low,,
DISCOVER MOMENTA LTD,41,3415515.26,83305.25024390244,0.0,-0.1615072799117619,0.1219512195121951,False,39.33738425925926,Low,,
DR L M THOMPSON & PARTNER,9,508647.84,56516.426666666666,0.0,-0.118410302796801,0.0,False,39.31809413580247,Low,,
PORTLAND EYECARE SERVICES LTD,10,309636.89,30963.689,0.0,-0.1184546548077424,0.0,False,39.30844907407407,Low,,
ADUR MEDICAL GROUP,6,292824.52,48804.08666666667,0.0,-0.1184952790498734,0.0,False,39.29880401234568,Low,,
BANKFIELD SURGERY,19,1116423.64,58759.13894736842,0.0,-0.1185014439399124,0.0,False,39.289158950617285,Low,,
UNIVERSITY OF NOTTINGHAM,87,23853878.83,274182.5152873563,0.0,-0.1652548393743672,0.1379310344827586,False,39.28915895061728,Low,0.0,590.0
HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,209,50260805.78,240482.3243062201,0.0,-0.1589928818764124,0.1100478468899521,True,39.28433641975308,Low,,
QUEENS PARK SURGERY,5,253111.36,50622.272,0.0,-0.118513603007064,0.0,False,39.279513888888886,Low,,
URGENT CARE 24,65,3129576.31,48147.32784615385,0.0,-0.1653738190012177,0.1384615384615384,False,39.27469135802468,Low,,
IMEARY STREET SURGERY,9,791352.48,87928.05333333333,0.0,-0.1186376990151465,0.0,False,39.2409336419753,Low,,
MARPLE COTTAGE SURGERY,21,1367482.44,65118.21142857143,0.0,-0.1186783472342736,0.0,False,39.22164351851851,Low,,
GREYSTONE HOUSE SURGERY,34,2126483.44,62543.63058823529,0.0,-0.1479725546634215,0.0588235294117647,False,39.21199845679012,Low,,
ANENTA LTD,16,667172.93,41698.308125,0.0,-0.1189302667089076,0.0,False,39.15412808641975,Low,,
UNIVERSITY OF ESSEX,49,5586593.05,114012.10306122448,0.0,-0.1822707619059245,0.1836734693877551,False,39.09143518518518,Low,,
DR MORGAN D R & PARTNERS,7,324097.32,46299.61714285715,0.0,-0.119085400637736,0.0,False,39.08661265432099,Low,,
BLACKBROOK SURGERY LISIEUX WAY TAUNTON,17,1223788.23,71987.54294117646,0.0,-0.1191755307131764,0.0,False,39.0673225308642,Low,,
NAUTILUS CONSULTING LTD,13,378582.0,29121.69230769231,0.0,-0.1191978950073167,0.0,False,39.03838734567901,Low,,
BROOK YOUNG PEOPLE,13,1014150.85,78011.60384615384,0.0,-0.1192118234547978,0.0,False,39.01909722222222,Low,,
VIRGIN MEDIA BUSINESS LTD,172,8682874.93,50481.830988372094,0.0,-0.1415421601438297,0.0116279069767441,False,39.00945216049382,Low,,
DR RG TURNER&PARTNERS,10,872580.51,87258.051,0.0,-0.1193905774005737,0.0,False,39.00945216049382,Low,2.0,317.0
DACOLL LTD,19,634031.41,33370.07421052632,0.0,-0.1194439745001796,0.0,False,38.99016203703703,Low,,
HARBOROUGH FIELD SURGERY,46,3663774.59,79647.27369565217,0.0,-0.1424860759555928,0.0217391304347826,False,38.97569444444444,Low,,
KOH & PARTNER,12,676130.9,56344.24166666667,0.0,-0.119510587973458,0.0,False,38.97087191358024,Low,,
SOUTH DOWNS HEALTH AND CARE LTD,12,740129.1799999999,61677.43166666666,0.0,-0.1195866438426771,0.0,False,38.93229166666666,Low,,
CRESSEX HOUSE PRACTICE,15,763723.31,50914.88733333334,0.0,-0.1509616898416695,0.0666666666666666,False,38.922646604938265,Low,,
DR SAHOTA B S & DR CASSAM K,8,394173.42,49271.6775,0.0,-0.1196490507428763,0.0,False,38.89371141975308,Low,,
NHS LINCOLNSHIRE WEST CCG,11,1142530.71,103866.42818181818,0.0,-0.1555521311045727,0.0909090909090909,False,38.888888888888886,Low,,
RELATE LEICESTER LEICESTERSHIRE & RUTLAND,7,274620.75,39231.53571428572,0.0,-0.1196527833283114,0.0,False,38.88406635802469,Low,,
AS GILL & P CHEEMA,9,385062.84,42784.76,0.0,-0.1196671605721618,0.0,False,38.87442129629629,Low,,
GOLD STREET SURGERY,26,2041580.96,78522.34461538462,0.0,-0.1197447450940764,0.0,False,38.83584104938272,Low,,
TULASI MEDICAL CENTRE,8,728712.72,91089.09,0.0,-0.119812799896865,0.0,False,38.81655092592592,Low,,
ALEXION PHARMA UK LTD,9,327411.6,36379.066666666666,0.0,-0.1199066286844176,0.0,False,38.78761574074074,Low,,
HP INC.UK LTD,57,5178045.34,90842.90070175438,0.0,-0.1479743004234959,0.0526315789473684,False,38.782793209876544,Low,,
FIRECLAY HEALTH,16,807962.54,50497.65875,0.0,-0.1199188031335737,0.0,False,38.77797067901234,Low,,
SPINNEY TRAINING HUB,20,2068825.33,103441.2665,0.0,-0.1588435177731925,0.1,False,38.77314814814815,Low,,
THORNTON ROAD SURGERY,8,664196.46,83024.5575,0.0,-0.1199434609420556,0.0,False,38.75868055555555,Low,,
MARKET LAVINGTON SURGERY,23,1561489.24,67890.83652173913,0.0,-0.1200004872088157,0.0,False,38.739390432098766,Low,,
BISTECH PLC,10,327879.01,32787.901,0.0,-0.120041735621793,0.0,False,38.720100308641975,Low,,
BUYINGTEAM LTD TA PROXIMA,6,234375.0,39062.5,0.0,-0.1202807471653382,0.0,False,38.6622299382716,Low,,
ETHICAL LEGAL SERVICES LTD T/A BEACON,27,1521161.88,56339.32888888889,0.0,-0.1203832545444021,0.0,False,38.623649691358025,Low,,
COOPER N I & PARTNERS,70,6537807.35,93397.24785714284,0.0,-0.1464726680136108,0.0428571428571428,False,38.59953703703704,Low,,
LONG FURLONG MEDICAL CENTRE,6,363342.2,60557.03333333333,0.0,-0.1204692928572019,0.0,False,38.59471450617284,Low,,
TET LTD,134,10650858.01,79484.015,0.0,-0.1665607901327719,0.126865671641791,False,38.58024691358025,Low,,
SUPER OPTICAL,5,136869.94,27373.988,0.0,-0.1205019193012859,0.0,False,38.57542438271605,Low,4.0,136.0
SIEMENS FINANCIAL SERVICES LTD,13,372102.27,28623.25153846154,0.0,-0.1205077781487588,0.0,False,38.56577932098765,Low,,
EMMETT CARR SURGERY,21,1053713.86,50176.85047619047,0.0,-0.1205956936116447,0.0,False,38.52719907407407,Low,,
CDW LTD,183,19399687.23,106009.21983606556,0.0,-0.1579530124595516,0.0928961748633879,False,38.51273148148148,Low,,
SURVIVORS TRUST,9,598227.0,66469.66666666667,0.0,-0.1207282374381826,0.0,False,38.498263888888886,Low,0.0,590.0
ESSEX LOCAL MEDICAL COMMITTEES,12,333835.88,27819.656666666662,0.0,-0.1208332251345656,0.0,False,38.4596836419753,Low,,
CHAUDHURY P K,7,495000.78,70714.39714285714,0.0,-0.1208486279458119,0.0,False,38.45003858024691,Low,,
SURGERY HOULGATE WAY AXBRIDGE,22,1592677.72,72394.44181818182,0.0,-0.1209209888887414,0.0,False,38.44039351851851,Low,,
MEDICAL IMAGING UK LTD,481,73505497.44,152818.081995842,0.0,-0.1440182750971811,0.0187110187110187,False,38.43557098765432,Low,,
ACORN GROUP PRACTICE,9,376598.32,41844.25777777778,0.0,-0.120995839558442,0.0,False,38.411458333333336,Low,,
DEPARTMENT FOR EDUCATION,8,380858.32,47607.29,0.0,-0.1210307686324675,0.0,False,38.392168209876544,Low,,
NORTHERN LINCOLNSHIRE & GOOLE HOSPITALS,14,10427852.64,744846.6171428572,0.0,-0.1210589819384508,0.0,False,38.38252314814815,Low,,
ROBERTS M J & PARTNERS,20,2073033.94,103651.697,0.0,-0.1210948041468304,0.0,False,38.37287808641975,Low,,
KOTHARI C U & PARTNERS,20,1281568.96,64078.448,0.0,-0.1210984382741489,0.0,False,38.36323302469136,Low,,
LAKESIDE HEALTHCARE,48,2261691.93,47118.581875,0.0,-0.1443192447810309,0.0208333333333333,False,38.36323302469136,Low,8.0,61.0
NORTH SOMERSET COMMUNITY PARTNERSHIP,10,567181.0,56718.1,0.0,-0.1604239474579164,0.1,False,38.33912037037037,Low,,
CAPTAIN FRENCH LANE SURGERY,20,1308629.36,65431.46800000001,0.0,-0.1212166776203842,0.0,False,38.33429783950617,Low,,
RICHMOND MEDICAL,15,1425228.64,95015.24266666669,0.0,-0.1212489754627215,0.0,False,38.31500771604938,Low,,
